element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,9,"=""""","=""""","=""5.23802""","=""0.00004""","=""""","=""1.643e+10""",AA,"=""(7379940.384)""","=""(9289058)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.23804""","=""0.00004""","=""""","=""1.826e+09""",AA,"=""(7379940.384)""","=""(9289050)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.24065""","=""0.00003""","=""""","=""5.02e+06""",AA,"=""(7378382.742)""","=""(9286542)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.242965""","=""0.000017""","=""""","=""3.19e+10""",AA,"=""(7382565.05)""","=""(9289882.9)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.25207""","=""0.00003""","=""""","=""1.251e+09""",AA,"=""(7378082.095)""","=""(9282094)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.252145""","=""0.000017""","=""""","=""2.303e+07""",AA,"=""(7382565.05)""","=""(9286549.2)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""3P*""","=""1""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.25290""","=""0.00003""","=""""","=""3.75e+09""",AA,"=""(7378382.742)""","=""(9282094)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.25720""","=""0.00003""","=""""","=""6.24e+09""",AA,"=""(7379940.384)""","=""(9282094)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,8,"=""5.381""","=""0.002""","=""5.38251""","=""0.00006""","=""40""","=""2.56e+09""",A,"=""0.0""","=""[1857869]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.10p""","=""2P*""","=""""",,"=""T7495""","=""L9090,L919""",
Ne,9,"=""""","=""""","=""5.40510""","=""0.00004""","=""""","=""1.057e+10""",AA,"=""(7436435.990)""","=""(9286542)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,"=""T7543""","=""""",
Ne,8,"=""5.431""","=""0.002""","=""5.43105""","=""0.00005""","=""140""","=""3.52e+09""",A,"=""0.0""","=""[1841265]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.9p""","=""2P*""","=""""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.501""","=""0.002""","=""5.50043""","=""0.00008""","=""260*""","=""4.99e+09""",A,"=""0.0""","=""[1818040.8]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.501""","=""0.002""","=""5.50050""","=""0.00008""","=""260*""","=""5.01e+09""",A,"=""0.0""","=""[1818014.9]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.6043""","=""0.0005""","=""5.60502""","=""0.00008""","=""600*""","=""7.44e+09""",A,"=""0.0""","=""[1784116]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.6043""","=""0.0005""","=""5.60514""","=""0.00007""","=""600*""","=""7.47e+09""",A,"=""0.0""","=""[1784078]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,9,"=""""","=""""","=""5.604442""","=""0.000019""","=""""","=""6.49e+10""",AA,"=""(7299818.12)""","=""(9084117.0)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.605051""","=""0.000019""","=""""","=""6.49e+10""",AA,"=""(7299818.12)""","=""(9083923.3)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.605188""","=""0.000019""","=""""","=""6.49e+10""",AA,"=""(7299818.12)""","=""(9083879.5)""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",,"=""T7543LS""","=""""",
Ne,8,"=""5.7747""","=""0.0010""","=""5.77445""","=""0.00008""","=""900*""","=""1.18e+10""",A,"=""0.0""","=""[1731768]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.7747""","=""0.0010""","=""5.77465""","=""0.00007""","=""900*""","=""1.18e+10""",A,"=""0.0""","=""[1731708]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""""","=""""","=""5.78022""","=""0.00005""","=""""","=""3.84e+09""",A,"=""128149.4""","=""[1858187]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.10d""","=""2D""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""5.78425""","=""0.00007""","=""""","=""3.51e+08""",A,"=""128149.4""","=""[1856983]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""5.78573""","=""0.00005""","=""""","=""3.07e+09""",A,"=""129797.8""","=""[1858187]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.10d""","=""2D""","=""""",,"=""T7495LS""","=""""",
Ne,8,"=""""","=""""","=""5.78977""","=""0.00007""","=""""","=""7.06e+08""",A,"=""129797.8""","=""[1856983]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.10s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""5.8407""","=""0.0010""","=""5.83583""","=""0.00006""","=""360*""","=""5.32e+09""",A,"=""128149.4""","=""[1841702]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""""",,"=""T7495LS""","=""L9090,L919""",
Ne,8,"=""5.8407""","=""0.0010""","=""5.84145""","=""0.00006""","=""360*""","=""4.25e+09""",A,"=""129797.8""","=""[1841702]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""""",,"=""T7495LS""","=""L9090,L919""",
Ne,9,"=""""","=""""","=""5.84531""","=""0.00005""","=""""","=""7.93e+10""",AA,"=""(7378082.095)""","=""(9088854)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,"=""T7543LS""","=""""",
Ne,8,"=""""","=""""","=""5.84147""","=""0.00007""","=""""","=""4.85e+08""",A,"=""128149.4""","=""[1840047.0]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,9,"=""""","=""""","=""5.84630""","=""0.00005""","=""""","=""1.070e+11""",AA,"=""(7378382.742)""","=""(9088867)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.84634""","=""0.00005""","=""""","=""5.94e+10""",AA,"=""(7378382.742)""","=""(9088854)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.85141""","=""0.00006""","=""""","=""1.422e+11""",AA,"=""(7379940.384)""","=""(9088929)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.85163""","=""0.00005""","=""""","=""3.56e+10""",AA,"=""(7379940.384)""","=""(9088867)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.85167""","=""0.00005""","=""""","=""3.95e+09""",AA,"=""(7379940.384)""","=""(9088854)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,"=""T7543LS""","=""""",
Ne,8,"=""""","=""""","=""5.84710""","=""0.00007""","=""""","=""9.8e+08""",A,"=""129797.8""","=""[1840047.0]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,9,"=""""","=""""","=""5.854976""","=""0.000021""","=""""","=""6.18e+10""",AA,"=""(7382565.05)""","=""(9090513.9)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.86311""","=""0.00004""","=""""","=""1.003e+07""",AA,"=""(7378382.742)""","=""(9083963)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""1S""","=""0""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.877657""","=""0.000021""","=""""","=""4.42e+07""",AA,"=""(7382565.05)""","=""(9083923.3)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""3P*""","=""1""",,"=""T7543""","=""""",
Ne,9,"=""""","=""""","=""5.89269""","=""0.00004""","=""""","=""2.53e+09""",AA,"=""(7378082.095)""","=""(9075101)""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.89373""","=""0.00004""","=""""","=""7.59e+09""",AA,"=""(7378382.742)""","=""(9075101)""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,9,"=""""","=""""","=""5.89915""","=""0.00004""","=""""","=""1.262e+10""",AA,"=""(7379940.384)""","=""(9075101)""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,"=""T7543LS""","=""""",
Ne,8,"=""5.919""","=""0.002""","=""5.91541""","=""0.00006""","=""600bl*""","=""7.68e+09""",A,"=""128149.4""","=""[1818650]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""5.919""","=""0.002""","=""5.92115""","=""0.00006""","=""600bl*""","=""9.2e+09""",A,"=""129797.8""","=""[1818658]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""""","=""""","=""5.92118""","=""0.00006""","=""""","=""1.53e+09""",A,"=""129797.8""","=""[1818650]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""5.92367""","=""0.00007""","=""""","=""6.96e+08""",A,"=""128149.4""","=""[1816292]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""""","=""""","=""5.92946""","=""0.00007""","=""""","=""1.40e+09""",A,"=""129797.8""","=""[1816292]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",,"=""T7495""","=""""",
Ne,8,"=""6.0351""","=""0.0010""","=""6.03544""","=""0.00006""","=""440""","=""1.17e+10""",A,"=""128149.4""","=""[1785029]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.0413""","=""0.0010""","=""6.04141""","=""0.00007""","=""500*""","=""1.40e+10""",A,"=""129797.8""","=""[1785041]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.0413""","=""0.0010""","=""6.04145""","=""0.00007""","=""500*""","=""2.33e+09""",A,"=""129797.8""","=""[1785029]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.055""","=""0.003""","=""6.04834""","=""0.00008""","=""220*""","=""1.05e+09""",A,"=""128149.4""","=""[1781495]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L23151""",
Ne,8,"=""6.055""","=""0.003""","=""6.05438""","=""0.00008""","=""220*""","=""2.12e+09""",A,"=""129797.8""","=""[1781495]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L23151""",
Ne,9,"=""""","=""""","=""6.06970""","=""0.00004""","=""""","=""2.117e+10""",AA,"=""(7436435.990)""","=""(9083963)""","=""1s.2p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",,"=""T7543""","=""""",
Ne,8,"=""""","=""""","=""6.07043""","=""0.00011""","=""""","=""1.16e+06""",B,"=""0.0""","=""[1647330]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5d""","=""2D""","=""5/2""",E2,"=""T8756""","=""""",
Ne,8,"=""""","=""""","=""6.07055""","=""0.00009""","=""""","=""1.16e+06""",B,"=""0.0""","=""[1647298]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",E2,"=""T8756""","=""""",
Ne,8,"=""6.0796""","=""0.0005""","=""6.07988""","=""0.00010""","=""1100*""","=""2.02e+10""",A,"=""0.0""","=""[1644768]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.0796""","=""0.0005""","=""6.08027""","=""0.00009""","=""1100*""","=""2.03e+10""",A,"=""0.0""","=""[1644664]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.148""","=""0.003""","=""6.144""","=""0.003""","=""340*""","=""""",,"=""7226557+x""","=""8854200?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""","=""1s.2p.(3P*).4p""","=""4P""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.148""","=""0.003""","=""6.146""","=""0.003""","=""340*""","=""""",,"=""(7226994)+x""","=""8854200?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""4P""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.148""","=""0.003""","=""6.150""","=""0.003""","=""340*""","=""""",,"=""7228107+x""","=""8854200?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""","=""1s.2p.(3P*).4p""","=""4P""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.173""","=""0.003""","=""6.1720""","=""0.0010""","=""350*""","=""""",,"=""7226557+x""","=""8846770""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""","=""1s.2p.(3P*).4p""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.173""","=""0.003""","=""6.1737""","=""0.0010""","=""350*""","=""""",,"=""(7226994)+x""","=""8846770""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""","=""1s.2p.(3P*).4p""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.173""","=""0.003""","=""6.1779""","=""0.0010""","=""350*""","=""""",,"=""7228107+x""","=""8846770""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""","=""1s.2p.(3P*).4p""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.2297""","=""0.0005""","=""6.23024""","=""0.00008""","=""400""","=""1.91e+10""",A,"=""128149.4""","=""[1733224]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.2361""","=""0.0005""","=""6.23657""","=""0.00008""","=""600*""","=""2.29e+10""",A,"=""129797.8""","=""[1733242]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.2361""","=""0.0005""","=""6.23665""","=""0.00008""","=""600*""","=""3.81e+09""",A,"=""129797.8""","=""[1733224]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.258""","=""0.002""","=""6.25223""","=""0.00008""","=""330*""","=""1.70e+09""",A,"=""128149.4""","=""[1727579]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.258""","=""0.002""","=""6.25868""","=""0.00008""","=""330*""","=""3.42e+09""",A,"=""129797.8""","=""[1727579]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.442""","=""0.003""","=""6.4419""","=""0.0005""","=""430*""","=""""",,"=""7226557+x""","=""8778900""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""","=""1s.2s.(3S).4d""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.442""","=""0.003""","=""6.4437""","=""0.0005""","=""430*""","=""""",,"=""(7226994)+x""","=""8778900""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""","=""1s.2s.(3S).4d""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.442""","=""0.003""","=""6.4483""","=""0.0005""","=""430*""","=""""",,"=""7228107+x""","=""8778900""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""","=""1s.2s.(3S).4d""","=""4D""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,7,"=""6.509""","=""0.003""","=""6.509""","=""0.005""","=""300*""","=""""",,"=""112702.4""","=""1649000""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3P""","=""""",,"=""""","=""L9089""",
Ne,7,"=""6.509""","=""0.003""","=""6.509""","=""0.004""","=""300*""","=""""",,"=""112702.4""","=""1649000""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3S""","=""1""",,"=""""","=""L9089""",
Ne,7,"=""6.516""","=""0.003""","=""6.513""","=""0.003""","=""260*""","=""""",,"=""111708.0""","=""1647000""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.6p""","=""3D""","=""""",,"=""""","=""L9089""",
Ne,7,"=""6.516""","=""0.003""","=""6.518""","=""0.003""","=""260*""","=""""",,"=""112702.4""","=""1647000""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3D""","=""""",,"=""""","=""L9089""",
Ne,10,"=""""","=""""","=""6.54395599""","=""0.00000012""","=""""","=""5.4051e+11""",AA,"=""(8238938.384)""","=""(9767066.0207)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ne,8,"=""6.544""","=""0.002""","=""6.5400""","=""0.0020""","=""370bl*""","=""""",,"=""7226557+x""","=""8755600?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""","=""1s.2s.(3S).4s""","=""4S""","=""3/2""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.544""","=""0.002""","=""6.5419""","=""0.0020""","=""370bl*""","=""""",,"=""(7226994)+x""","=""8755600?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""","=""1s.2s.(3S).4s""","=""4S""","=""3/2""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.544""","=""0.002""","=""6.5467""","=""0.0020""","=""370bl*""","=""""",,"=""7228107+x""","=""8755600?""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""","=""1s.2s.(3S).4s""","=""4S""","=""3/2""",,"=""""","=""L9090u58,L11812""",
Ne,10,"=""""","=""""","=""6.54464237""","=""0.00000015""","=""""","=""2.2434e+11""",AA,"=""(8239100.49)""","=""(9767067.862)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
Ne,10,"=""""","=""""","=""6.54840459""","=""0.00000021""","=""""","=""2.1140e+10""",AA,"=""(8238938.384)""","=""(9766027.90)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ne,10,"=""""","=""""","=""6.54930706""","=""0.00000018""","=""""","=""2.2544e+11""",AA,"=""(8239100.49)""","=""(9765979.58)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Ne,10,"=""""","=""""","=""6.55816482""","=""0.00000011""","=""""","=""6.4701e+11""",AA,"=""(8242611.0852)""","=""(9767427.9002)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
Ne,10,"=""""","=""""","=""6.55972162""","=""0.00000011""","=""""","=""1.0782e+11""",AA,"=""(8242611.0852)""","=""(9767066.0207)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Ne,10,"=""""","=""""","=""6.56419169""","=""0.00000021""","=""""","=""4.2748e+10""",AA,"=""(8242611.0852)""","=""(9766027.90)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Ne,8,"=""""","=""""","=""6.58184""","=""0.00007""","=""""","=""8.5e+06""",B,"=""128149.4""","=""[1647480.7]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5f""","=""2F*""","=""5/2""",E2,"=""T8756""","=""""",
Ne,8,"=""6.5822""","=""0.0005""","=""6.58263""","=""0.00011""","=""1000""","=""3.49e+10""",A,"=""128149.4""","=""[1647298]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,7,"=""6.585""","=""""","=""6.5850""","=""0.0022""","=""bl""","=""1.5e+10""",D,"=""0.0""","=""1518600""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",,"=""T5633c91""","=""L9089""",
Ne,8,"=""""","=""""","=""6.58892""","=""0.00007""","=""""","=""1.09e+07""",B,"=""129797.8""","=""[1647496.7]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5f""","=""2F*""","=""7/2""",E2,"=""T8756""","=""""",
Ne,8,"=""""","=""""","=""6.58899""","=""0.00007""","=""""","=""2.43e+06""",B,"=""129797.8""","=""[1647480.7]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5f""","=""2F*""","=""5/2""",E2,"=""T8756""","=""""",
Ne,8,"=""6.5895""","=""0.0005""","=""6.58965""","=""0.00011""","=""1300*""","=""4.17e+10""",A,"=""129797.8""","=""[1647330]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.5895""","=""0.0005""","=""6.58978""","=""0.00010""","=""1300*""","=""6.95e+09""",A,"=""129797.8""","=""[1647298]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""""","=""""","=""6.60124""","=""0.00010""","=""""","=""1.46e+06""",B,"=""129797.8""","=""[1644664]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5p""","=""2P*""","=""1/2""",E2,"=""T8756""","=""""",
Ne,8,"=""6.6259""","=""0.0010""","=""6.62554""","=""0.00010""","=""500""","=""3.02e+09""",A,"=""128149.4""","=""[1637460]""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.6330""","=""0.0010""","=""6.63279""","=""0.00010""","=""600""","=""6.08e+09""",A,"=""129797.8""","=""[1637460]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",,"=""T7495""","=""L9090,L919""",
Ne,8,"=""6.666""","=""0.002""","=""6.6603""","=""0.0020""","=""600*""","=""""",,"=""7364063+x""","=""8865500""","=""1s.2p2""","=""4P""","=""1/2""","=""1s.2p.(3P*).4d""","=""4P*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.666""","=""0.002""","=""6.6636""","=""0.0020""","=""600*""","=""""",,"=""7364814+x""","=""8865500""","=""1s.2p2""","=""4P""","=""3/2""","=""1s.2p.(3P*).4d""","=""4P*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.666""","=""0.002""","=""6.6674""","=""0.0020""","=""600*""","=""""",,"=""7365667+x""","=""8865500""","=""1s.2p2""","=""4P""","=""5/2""","=""1s.2p.(3P*).4d""","=""4P*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.673""","=""0.002""","=""6.6687""","=""0.0020""","=""600*""","=""""",,"=""7364063+x""","=""8863600""","=""1s.2p2""","=""4P""","=""1/2""","=""1s.2p.(3P*).4d""","=""4D*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.673""","=""0.002""","=""6.6721""","=""0.0020""","=""600*""","=""""",,"=""7364814+x""","=""8863600""","=""1s.2p2""","=""4P""","=""3/2""","=""1s.2p.(3P*).4d""","=""4D*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,8,"=""6.673""","=""0.002""","=""6.6759""","=""0.0020""","=""600*""","=""""",,"=""7365667+x""","=""8863600""","=""1s.2p2""","=""4P""","=""5/2""","=""1s.2p.(3P*).4d""","=""4D*""","=""""",,"=""""","=""L9090u58,L11812""",
Ne,7,"=""6.710""","=""0.003""","=""6.707""","=""0.003""","=""280*""","=""""",,"=""111708.0""","=""1602600""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.9d""","=""3D""","=""""",,"=""""","=""L9089""",
Ne,7,"=""6.710""","=""0.003""","=""6.712""","=""0.003""","=""280*""","=""""",,"=""112702.4""","=""1602600""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""""",,"=""""","=""L9089""",
Ne,8,"=""""","=""""","=""6.71517""","=""0.00009""","=""""","=""3.7e+06""",B,"=""0.0""","=""[1489166]""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.4d""","=""2D""","=""5/2""",E2,"=""T8756""","=""""",
